SESSION_ID,CONSUMED_QUANTITY,DESCRIPTION
44100003553,,LSHFO 0.5
44100003559,,ULSMGO 0.1
44100003559,8,LSHFO 0.5
44100003561,,ULSMGO 0.1
44100003561,40,LSHFO 0.5
44100003563,,ULSMGO 0.1
44100003563,15,LSHFO 0.5
44100003574,0,ULSMGO 0.1
44100003574,5,LSHFO 0.5
44100003599,,ULSMGO 0.1
44100003599,3,LSHFO 0.5
44100003601,,ULSMGO 0.1
44100003601,5,LSHFO 0.5
44100003605,,ULSMGO 0.1
44100003605,,LSHFO 0.5
44100003609,,ULSMGO 0.1
44100003609,3.5,LSHFO 0.5
44100003611,,ULSMGO 0.1
44100003611,20,LSHFO 0.5
44100003613,,ULSMGO 0.1
44100003613,45,LSHFO 0.5
44100003646,,ULSMGO 0.1
44100003646,47,LSHFO 0.5
44100003648,,ULSMGO 0.1
44100003648,48,LSHFO 0.5
44100003650,,ULSMGO 0.1
44100003650,48,LSHFO 0.5
44100003652,,ULSMGO 0.1
44100003652,48,LSHFO 0.5
44100003654,,ULSMGO 0.1
44100003654,48,LSHFO 0.5
44100003656,,ULSMGO 0.1
44100003656,46,LSHFO 0.5
44100003658,,ULSMGO 0.1
44100003658,45,LSHFO 0.5
44100003660,,ULSMGO 0.1
44100003660,45,LSHFO 0.5
44100003662,,ULSMGO 0.1
44100003662,46,LSHFO 0.5
44100003664,,ULSMGO 0.1
44100003664,9,LSHFO 0.5
44100003670,,ULSMGO 0.1
44100003670,3.4,LSHFO 0.5
44100003674,,ULSMGO 0.1
44100003674,,LSHFO 0.5
44100003676,,ULSMGO 0.1
44100003676,,LSHFO 0.5
44100003678,,ULSMGO 0.1
44100003678,,LSHFO 0.5
44100003680,,ULSMGO 0.1
44100003680,,LSHFO 0.5
44100003682,,ULSMGO 0.1
44100003682,,LSHFO 0.5
44100003687,,VLSHFO 0.1
44100003687,,ULSMGO 0.1
44100003687,,LSHFO 0.5
44100003687,,LSMGO 0.5
44100003689,,VLSHFO 0.1
44100003689,,ULSMGO 0.1
44100003689,,LSHFO 0.5
44100003689,,LSMGO 0.5
44100003691,,VLSHFO 0.1
44100003691,,ULSMGO 0.1
44100003691,0,LSHFO 0.5
44100003691,,LSMGO 0.5
44100003693,0,VLSHFO 0.1
44100003693,0,ULSMGO 0.1
44100003693,0,LSHFO 0.5
44100003693,0,LSMGO 0.5
44100003697,,VLSHFO 0.1
44100003697,,ULSMGO 0.1
44100003697,1.5,LSHFO 0.5
44100003697,,LSMGO 0.5
44100003709,0,VLSHFO 0.1
44100003709,0,ULSMGO 0.1
44100003709,0,LSHFO 0.5
44100003709,0,LSMGO 0.5
44100003713,,VLSHFO 0.1
44100003713,,ULSMGO 0.1
44100003713,1.5,LSHFO 0.5
44100003713,,LSMGO 0.5
44100003732,0,VLSHFO 0.1
44100003732,0,ULSMGO 0.1
44100003732,0,LSHFO 0.5
44100003732,0,LSMGO 0.5
44100003735,0,VLSHFO 0.1
44100003735,0,ULSMGO 0.1
44100003735,0,LSHFO 0.5
44100003735,0,LSMGO 0.5
44100003739,,VLSHFO 0.1
44100003739,,ULSMGO 0.1
44100003739,1.5,LSHFO 0.5
44100003739,,LSMGO 0.5
44100003743,,VLSHFO 0.1
44100003743,,ULSMGO 0.1
44100003743,,LSHFO 0.5
44100003743,,LSMGO 0.5
44100003745,0,VLSHFO 0.1
44100003745,0,ULSMGO 0.1
44100003745,0,LSHFO 0.5
44100003745,0,LSMGO 0.5
44100003749,,ULSMGO 0.1
44100003749,2.4,LSHFO 0.5
44100003749,,LSMGO 0.5
44100003753,,VLSHFO 0.1
44100003753,,ULSMGO 0.1
44100003753,15,LSHFO 0.5
44100003753,,LSMGO 0.5
44100003755,,VLSHFO 0.1
44100003755,,ULSMGO 0.1
44100003755,41,LSHFO 0.5
44100003755,,LSMGO 0.5
44100003757,0,VLSHFO 0.1
44100003757,0,ULSMGO 0.1
44100003757,43,LSHFO 0.5
44100003757,0,LSMGO 0.5
44100003759,,VLSHFO 0.1
44100003759,,ULSMGO 0.1
44100003759,46,LSHFO 0.5
44100003759,,LSMGO 0.5
44100003761,,VLSHFO 0.1
44100003761,,ULSMGO 0.1
44100003761,44,LSHFO 0.5
44100003761,,LSMGO 0.5
44100003763,,VLSHFO 0.1
44100003763,,ULSMGO 0.1
44100003763,47,LSHFO 0.5
44100003763,,LSMGO 0.5
44100003765,,VLSHFO 0.1
44100003765,,ULSMGO 0.1
44100003765,48,LSHFO 0.5
44100003765,,LSMGO 0.5
44100003767,,VLSHFO 0.1
44100003767,,ULSMGO 0.1
44100003767,48,LSHFO 0.5
44100003767,,LSMGO 0.5
44100003769,0,VLSHFO 0.1
44100003769,0,ULSMGO 0.1
44100003769,48,LSHFO 0.5
44100003769,0,LSMGO 0.5
44100003771,,VLSHFO 0.1
44100003771,,ULSMGO 0.1
44100003771,48,LSHFO 0.5
44100003771,,LSMGO 0.5
44100003773,0,VLSHFO 0.1
44100003773,0,ULSMGO 0.1
44100003773,48,LSHFO 0.5
44100003773,0,LSMGO 0.5
44100003775,0,VLSHFO 0.1
44100003775,0,ULSMGO 0.1
44100003775,46,LSHFO 0.5
44100003775,0,LSMGO 0.5
44100003777,,VLSHFO 0.1
44100003777,,ULSMGO 0.1
44100003777,48,LSHFO 0.5
44100003777,,LSMGO 0.5
44100003780,,VLSHFO 0.1
44100003780,,ULSMGO 0.1
44100003780,46,LSHFO 0.5
44100003780,,LSMGO 0.5
44100003782,0,VLSHFO 0.1
44100003782,0,ULSMGO 0.1
44100003782,47,LSHFO 0.5
44100003782,0,LSMGO 0.5
44100003786,0,VLSHFO 0.1
44100003786,0,ULSMGO 0.1
44100003786,35,LSHFO 0.5
44100003786,0,LSMGO 0.5
44100003794,0,ULSMGO 0.1
44100003794,7,LSHFO 0.5
44100003794,0,LSMGO 0.5
44100003796,,ULSMGO 0.1
44100003796,15,LSHFO 0.5
44100003796,,LSMGO 0.5
44100003798,0,ULSMGO 0.1
44100003798,10,LSHFO 0.5
44100003798,0,LSMGO 0.5
44100003802,,ULSMGO 0.1
44100003802,13,LSHFO 0.5
44100003802,,LSMGO 0.5
44100003804,,ULSMGO 0.1
44100003804,6,LSHFO 0.5
44100003804,,LSMGO 0.5
44100003806,,ULSMGO 0.1
44100003806,1,LSHFO 0.5
44100003806,,LSMGO 0.5
44100003808,,ULSMGO 0.1
44100003808,5,LSHFO 0.5
44100003808,,LSMGO 0.5
44100003810,,ULSMGO 0.1
44100003810,3,LSHFO 0.5
44100003810,,LSMGO 0.5
44100003813,3.5,ULSMGO 0.1
44100003813,3,LSHFO 0.5
44100003813,0.5,LSMGO 0.5
44100003817,0,ULSMGO 0.1
44100003817,0,LSHFO 0.5
44100003821,2,ULSMGO 0.1
44100003821,,LSHFO 0.5
44100003825,,ULSMGO 0.1
44100003825,20,LSHFO 0.5
44100003828,0,ULSMGO 0.1
44100003828,46,LSHFO 0.5
44100003830,,ULSMGO 0.1
44100003830,46,LSHFO 0.5
44100003832,,ULSMGO 0.1
44100003832,45,LSHFO 0.5
44100003834,,ULSMGO 0.1
44100003834,44,LSHFO 0.5
44100003836,,ULSMGO 0.1
44100003836,46,LSHFO 0.5
44100003838,,ULSMGO 0.1
44100003838,44,LSHFO 0.5
44100003840,,ULSMGO 0.1
44100003840,40,LSHFO 0.5
44100003842,,ULSMGO 0.1
44100003842,42,LSHFO 0.5
44100003845,,ULSMGO 0.1
44100003845,40,LSHFO 0.5
44100003847,,ULSMGO 0.1
44100003847,43,LSHFO 0.5
44100003854,,ULSMGO 0.1
44100003854,40,LSHFO 0.5
44100003856,,ULSMGO 0.1
44100003856,38,LSHFO 0.5
44100003858,,ULSMGO 0.1
44100003858,36,LSHFO 0.5
44100003860,,ULSMGO 0.1
44100003860,6,LSHFO 0.5
44100003879,,ULSMGO 0.1
44100003879,0.75,LSHFO 0.5
44100003884,,ULSMGO 0.1
44100003884,,LSHFO 0.5
44100003888,,ULSMGO 0.1
44100003888,0.1,LSHFO 0.5
44100003899,,ULSMGO 0.1
44100003899,,LSHFO 0.5
44100003901,,ULSMGO 0.1
44100003901,,LSHFO 0.5
44100003903,,ULSMGO 0.1
44100003903,,LSHFO 0.5
44100003905,,ULSMGO 0.1
44100003905,,LSHFO 0.5
44100003909,,ULSMGO 0.1
44100003909,1,LSHFO 0.5
44100003913,0,ULSMGO 0.1
44100003913,0,LSHFO 0.5
44100003917,0,ULSMGO 0.1
44100003917,2,LSHFO 0.5
44100003921,,ULSMGO 0.1
44100003921,,LSHFO 0.5
44100003923,,ULSMGO 0.1
44100003923,,LSHFO 0.5
44100003925,,ULSMGO 0.1
44100003925,,LSHFO 0.5
44100003927,,ULSMGO 0.1
44100003927,,LSHFO 0.5
44100003929,,ULSMGO 0.1
44100003929,,LSHFO 0.5
44100003931,,ULSMGO 0.1
44100003931,,LSHFO 0.5
44100003933,,ULSMGO 0.1
44100003933,,LSHFO 0.5
44100003935,,ULSMGO 0.1
44100003935,,LSHFO 0.5
44100003939,,ULSMGO 0.1
44100003939,2,LSHFO 0.5
44100003946,,ULSMGO 0.1
44100003946,,LSHFO 0.5
44100003950,,ULSMGO 0.1
44100003950,2.5,LSHFO 0.5
44100003952,,ULSMGO 0.1
44100003952,26,LSHFO 0.5
44100003956,,ULSMGO 0.1
44100003956,46,LSHFO 0.5
44100003958,,ULSMGO 0.1
44100003958,49,LSHFO 0.5
44100003960,,ULSMGO 0.1
44100003960,52,LSHFO 0.5
44100003962,,ULSMGO 0.1
44100003962,56,LSHFO 0.5
44100003965,,ULSMGO 0.1
44100003965,56,LSHFO 0.5
44100003967,,ULSMGO 0.1
44100003967,56,LSHFO 0.5
44100003970,,ULSMGO 0.1
44100003970,14,LSHFO 0.5
44100003972,,ULSMGO 0.1
44100003972,42,LSHFO 0.5
44100003974,,ULSMGO 0.1
44100003974,21.5,LSHFO 0.5
44100003976,,ULSMGO 0.1
44100003976,15.5,LSHFO 0.5
44100003978,,ULSMGO 0.1
44100003978,36.75,LSHFO 0.5
44100003980,0,ULSMGO 0.1
44100003980,40,LSHFO 0.5
44100003982,,ULSMGO 0.1
44100003982,39,LSHFO 0.5
44100003984,,ULSMGO 0.1
44100003984,16.25,LSHFO 0.5
44100003986,,ULSMGO 0.1
44100003986,1.75,LSHFO 0.5
44100003988,,ULSMGO 0.1
44100003988,48,LSHFO 0.5
44100003990,,ULSMGO 0.1
44100003990,52,LSHFO 0.5
44100003992,,ULSMGO 0.1
44100003992,21,LSHFO 0.5
44100004001,,ULSMGO 0.1
44100004001,6,LSHFO 0.5
44100004003,,ULSMGO 0.1
44100004003,,LSHFO 0.5
44100004005,,ULSMGO 0.1
44100004005,,LSHFO 0.5
44100004007,,ULSMGO 0.1
44100004007,4,LSHFO 0.5
44100004009,,ULSMGO 0.1
44100004009,4,LSHFO 0.5
44100004011,,ULSMGO 0.1
44100004011,4,LSHFO 0.5
44100004014,,ULSMGO 0.1
44100004014,2,LSHFO 0.5
44100004016,,ULSMGO 0.1
44100004016,4,LSHFO 0.5
44100004018,,ULSMGO 0.1
44100004018,,LSHFO 0.5
44100004020,,ULSMGO 0.1
44100004020,,LSHFO 0.5
44100004024,,ULSMGO 0.1
44100004024,2,LSHFO 0.5
44100004026,,ULSMGO 0.1
44100004026,4,LSHFO 0.5
44100004028,,ULSMGO 0.1
44100004028,2,LSHFO 0.5
44100004030,,ULSMGO 0.1
44100004030,4,LSHFO 0.5
44100004033,,ULSMGO 0.1
44100004033,4,LSHFO 0.5
44100004035,,ULSMGO 0.1
44100004035,6,LSHFO 0.5
44100004037,,ULSMGO 0.1
44100004037,4,LSHFO 0.5
44100004039,0,ULSMGO 0.1
44100004039,5,LSHFO 0.5
44100004041,0,ULSMGO 0.1
44100004041,5,LSHFO 0.5
44100004043,,ULSMGO 0.1
44100004043,4,LSHFO 0.5
44100004046,,ULSMGO 0.1
44100004046,5,LSHFO 0.5
44100004048,,ULSMGO 0.1
44100004048,,LSHFO 0.5
44100004050,,ULSMGO 0.1
44100004050,4,LSHFO 0.5
44100004052,,ULSMGO 0.1
44100004052,6,LSHFO 0.5
44100004055,,ULSMGO 0.1
44100004055,,LSHFO 0.5
44100004058,,ULSMGO 0.1
44100004058,3,LSHFO 0.5
44100004060,,ULSMGO 0.1
44100004060,,LSHFO 0.5
44100004063,,ULSMGO 0.1
44100004063,,LSHFO 0.5
44100004069,,ULSMGO 0.1
44100004069,,LSHFO 0.5
44100004071,,ULSMGO 0.1
44100004071,3,LSHFO 0.5
44100004075,,ULSMGO 0.1
44100004075,,LSHFO 0.5
44100004079,,ULSMGO 0.1
44100004079,1.5,LSHFO 0.5
44100004084,,ULSMGO 0.1
44100004084,,LSHFO 0.5
44100004089,0,ULSMGO 0.1
44100004089,1,LSHFO 0.5
44100004093,,ULSMGO 0.1
44100004093,,LSHFO 0.5
44100004095,,ULSMGO 0.1
44100004095,,LSHFO 0.5
44100004099,,ULSMGO 0.1
44100004099,1,LSHFO 0.5
44100004105,,ULSMGO 0.1
44100004105,,LSHFO 0.5
44100004109,,ULSMGO 0.1
44100004109,1,LSHFO 0.5
44100004113,,ULSMGO 0.1
44100004113,,LSHFO 0.5
44100004115,,ULSMGO 0.1
44100004115,,LSHFO 0.5
44100004117,,ULSMGO 0.1
44100004117,,LSHFO 0.5
44100004119,,ULSMGO 0.1
44100004119,,LSHFO 0.5
44100004121,,ULSMGO 0.1
44100004121,,LSHFO 0.5
44100004125,,ULSMGO 0.1
44100004125,1,LSHFO 0.5
44100004129,,ULSMGO 0.1
44100004129,,LSHFO 0.5
44100004133,,ULSMGO 0.1
44100004133,1,LSHFO 0.5
44100004137,,ULSMGO 0.1
44100004137,,LSHFO 0.5
44100004139,,ULSMGO 0.1
44100004139,,LSHFO 0.5
44100004141,,ULSMGO 0.1
44100004141,,LSHFO 0.5
44100004143,,ULSMGO 0.1
44100004143,,LSHFO 0.5
44100004145,,ULSMGO 0.1
44100004145,,LSHFO 0.5
44100004147,,ULSMGO 0.1
44100004147,,LSHFO 0.5
44100004149,,ULSMGO 0.1
44100004149,,LSHFO 0.5
44100004151,,ULSMGO 0.1
44100004151,,LSHFO 0.5
44100004155,,ULSMGO 0.1
44100004155,3,LSHFO 0.5
44100004159,,ULSMGO 0.1
44100004159,,LSHFO 0.5
44100004163,,ULSMGO 0.1
44100004163,2,LSHFO 0.5
44100004169,,ULSMGO 0.1
44100004169,18,LSHFO 0.5
44100004171,,ULSMGO 0.1
44100004171,54,LSHFO 0.5
44100004173,,ULSMGO 0.1
44100004173,52,LSHFO 0.5
44100004175,,ULSMGO 0.1
44100004175,54,LSHFO 0.5
44100004177,,ULSMGO 0.1
44100004177,25,LSHFO 0.5
44100004179,,ULSMGO 0.1
44100004179,29,LSHFO 0.5
44100004181,,ULSMGO 0.1
44100004181,13,LSHFO 0.5
44100004183,,ULSMGO 0.1
44100004183,50,LSHFO 0.5
44100004185,,ULSMGO 0.1
44100004185,30,LSHFO 0.5
44100004187,,ULSMGO 0.1
44100004187,47,LSHFO 0.5
44100004189,,ULSMGO 0.1
44100004189,47,LSHFO 0.5
44100004191,,ULSMGO 0.1
44100004191,47,LSHFO 0.5
44100004193,,ULSMGO 0.1
44100004193,47,LSHFO 0.5
44100004195,0,ULSMGO 0.1
44100004195,47,LSHFO 0.5
44100004198,,ULSMGO 0.1
44100004198,47,LSHFO 0.5
44100004204,,ULSMGO 0.1
44100004204,3,LSHFO 0.5
44100004208,,ULSMGO 0.1
44100004208,,LSHFO 0.5
44100004210,,ULSMGO 0.1
44100004210,,LSHFO 0.5
44100004212,,ULSMGO 0.1
44100004212,,LSHFO 0.5
44100004214,,ULSMGO 0.1
44100004214,,LSHFO 0.5
44100004216,0,ULSMGO 0.1
44100004216,0,LSHFO 0.5
44100004218,0,ULSMGO 0.1
44100004218,0,LSHFO 0.5
44100004220,0,ULSMGO 0.1
44100004220,0,LSHFO 0.5
44100004222,0,ULSMGO 0.1
44100004222,0,LSHFO 0.5
44100004226,,ULSMGO 0.1
44100004226,,LSHFO 0.5
44100004228,,ULSMGO 0.1
44100004228,,LSHFO 0.5
44100004230,0,ULSMGO 0.1
44100004230,0,LSHFO 0.5
44100004234,0,ULSMGO 0.1
44100004234,1,LSHFO 0.5
44100004238,,ULSMGO 0.1
44100004238,7,LSHFO 0.5
44100004240,,ULSMGO 0.1
44100004240,9,LSHFO 0.5
44100004246,,ULSMGO 0.1
44100004246,3,LSHFO 0.5
44100004248,,ULSMGO 0.1
44100004248,8,LSHFO 0.5
44100004253,0,ULSMGO 0.1
44100004253,0,LSHFO 0.5
44100004257,,ULSMGO 0.1
44100004257,1,LSHFO 0.5
44100004261,,ULSMGO 0.1
44100004261,14,LSHFO 0.5
44100004264,,ULSMGO 0.1
44100004264,25,LSHFO 0.5
44100004266,,ULSMGO 0.1
44100004266,32,LSHFO 0.5
44100004268,,ULSMGO 0.1
44100004268,0.75,LSHFO 0.5
44100004274,,ULSMGO 0.1
44100004274,16,LSHFO 0.5
44100004279,0,ULSMGO 0.1
44100004279,0,LSHFO 0.5
44100004283,,ULSMGO 0.1
44100004283,2.957,LSHFO 0.5
44100004290,,ULSMGO 0.1
44100004290,29,LSHFO 0.5
44100004292,,ULSMGO 0.1
44100004292,34,LSHFO 0.5
44100004294,,ULSMGO 0.1
44100004294,30,LSHFO 0.5
44100004296,0,ULSMGO 0.1
44100004296,12,LSHFO 0.5
44100004302,,ULSMGO 0.1
44100004302,2,LSHFO 0.5
44100004306,,ULSMGO 0.1
44100004306,,LSHFO 0.5
44100004308,,ULSMGO 0.1
44100004308,,LSHFO 0.5
44100004310,,ULSMGO 0.1
44100004310,,LSHFO 0.5
44100004312,,ULSMGO 0.1
44100004312,,LSHFO 0.5
44100004314,,ULSMGO 0.1
44100004314,,LSHFO 0.5
44100004316,,ULSMGO 0.1
44100004316,,LSHFO 0.5
44100004318,,ULSMGO 0.1
44100004318,,LSHFO 0.5
44100004320,,ULSMGO 0.1
44100004320,,LSHFO 0.5
44100004322,,ULSMGO 0.1
44100004322,,LSHFO 0.5
44100004324,,ULSMGO 0.1
44100004324,,LSHFO 0.5
44100004326,,ULSMGO 0.1
44100004326,,LSHFO 0.5
44100004330,,ULSMGO 0.1
44100004330,2,LSHFO 0.5
44100004334,,ULSMGO 0.1
44100004334,,LSHFO 0.5
44100004340,,ULSMGO 0.1
44100004340,1,LSHFO 0.5
44100004344,0,ULSMGO 0.1
44100004344,0,LSHFO 0.5
44100004348,,ULSMGO 0.1
44100004348,4,LSHFO 0.5
44100004352,,ULSMGO 0.1
44100004352,,LSHFO 0.5
44100004356,,ULSMGO 0.1
44100004356,0.75,LSHFO 0.5
44100004361,,ULSMGO 0.1
44100004361,46,LSHFO 0.5
44100004363,,ULSMGO 0.1
44100004363,47,LSHFO 0.5
44100004365,,ULSMGO 0.1
44100004365,48,LSHFO 0.5
44100004367,,ULSMGO 0.1
44100004367,52,LSHFO 0.5
44100004372,,ULSMGO 0.1
44100004372,52,LSHFO 0.5
44100004374,,ULSMGO 0.1
44100004374,47,LSHFO 0.5
44100004376,,ULSMGO 0.1
44100004376,48,LSHFO 0.5
44100004378,,ULSMGO 0.1
44100004378,15,LSHFO 0.5
44100004380,,ULSMGO 0.1
44100004380,37,LSHFO 0.5
44100004382,,ULSMGO 0.1
44100004382,25,LSHFO 0.5
44100004387,,ULSMGO 0.1
44100004387,21,LSHFO 0.5
44100004389,,ULSMGO 0.1
44100004389,52,LSHFO 0.5
44100004391,,ULSMGO 0.1
44100004391,52,LSHFO 0.5
44100004393,,ULSMGO 0.1
44100004393,48,LSHFO 0.5
44100004395,,ULSMGO 0.1
44100004395,48,LSHFO 0.5
44100004397,,ULSMGO 0.1
44100004397,48,LSHFO 0.5
44100004399,,ULSMGO 0.1
44100004399,48,LSHFO 0.5
44100004401,,ULSMGO 0.1
44100004401,48,LSHFO 0.5
44100004404,,ULSMGO 0.1
44100004404,48,LSHFO 0.5
44100004406,,ULSMGO 0.1
44100004406,23,LSHFO 0.5
44100004412,,ULSMGO 0.1
44100004412,3,LSHFO 0.5
44100004416,,ULSMGO 0.1
44100004416,,LSHFO 0.5
44100004420,,ULSMGO 0.1
44100004420,1.5,LSHFO 0.5
44100004424,,ULSMGO 0.1
44100004424,29.5,LSHFO 0.5
44100004426,,ULSMGO 0.1
44100004426,48,LSHFO 0.5
44100004428,,ULSMGO 0.1
44100004428,48,LSHFO 0.5
44100004430,,ULSMGO 0.1
44100004430,46,LSHFO 0.5
44100004432,,ULSMGO 0.1
44100004432,48,LSHFO 0.5
44100004434,,ULSMGO 0.1
44100004434,48,LSHFO 0.5
44100004436,,ULSMGO 0.1
44100004436,48,LSHFO 0.5
44100004438,,ULSMGO 0.1
44100004438,49,LSHFO 0.5
44100004440,,ULSMGO 0.1
44100004440,48,LSHFO 0.5
44100004442,,ULSMGO 0.1
44100004442,48,LSHFO 0.5
44100004444,,ULSMGO 0.1
44100004444,48,LSHFO 0.5
44100004446,,ULSMGO 0.1
44100004446,48,LSHFO 0.5
44100004448,,ULSMGO 0.1
44100004448,49,LSHFO 0.5
44100004450,,ULSMGO 0.1
44100004450,40,LSHFO 0.5
44100004452,,ULSMGO 0.1
44100004452,38,LSHFO 0.5
44100004454,,ULSMGO 0.1
44100004454,34,LSHFO 0.5
44100004456,27,ULSMGO 0.1
44100004456,35,LSHFO 0.5
44100004458,9,ULSMGO 0.1
44100004458,,LSHFO 0.5
44100004464,30,ULSMGO 0.1
44100004464,,LSHFO 0.5
44100004468,,ULSMGO 0.1
44100004468,,LSHFO 0.5
44100004470,,ULSMGO 0.1
44100004470,,LSHFO 0.5
44100004472,,ULSMGO 0.1
44100004472,,LSHFO 0.5
44100004476,13,ULSMGO 0.1
44100004476,,LSHFO 0.5
44100004480,,ULSMGO 0.1
44100004480,,LSHFO 0.5
44100004482,,ULSMGO 0.1
44100004482,,LSHFO 0.5
44100004484,,ULSMGO 0.1
44100004484,,LSHFO 0.5
44100004486,,ULSMGO 0.1
44100004486,,LSHFO 0.5
44100004488,,ULSMGO 0.1
44100004488,,LSHFO 0.5
44100004490,,ULSMGO 0.1
44100004490,,LSHFO 0.5
44100004492,,ULSMGO 0.1
44100004492,,LSHFO 0.5
44100004494,,ULSMGO 0.1
44100004494,,LSHFO 0.5
44100004496,,ULSMGO 0.1
44100004496,,LSHFO 0.5
44100004498,,ULSMGO 0.1
44100004498,,LSHFO 0.5
44100004500,,ULSMGO 0.1
44100004500,,LSHFO 0.5
44100004502,,ULSMGO 0.1
44100004502,,LSHFO 0.5
44100004504,,ULSMGO 0.1
44100004504,,LSHFO 0.5
44100004508,2,ULSMGO 0.1
44100004508,,LSHFO 0.5
44100004512,,ULSMGO 0.1
44100004512,,LSHFO 0.5
44100004516,3,ULSMGO 0.1
44100004516,,LSHFO 0.5
44100004520,,ULSMGO 0.1
44100004520,,LSHFO 0.5
44100004522,,ULSMGO 0.1
44100004522,,LSHFO 0.5
44100004524,,ULSMGO 0.1
44100004524,,LSHFO 0.5
44100004526,,ULSMGO 0.1
44100004526,,LSHFO 0.5
44100004528,0,ULSMGO 0.1
44100004528,0,LSHFO 0.5
44100004530,0,ULSMGO 0.1
44100004530,0,LSHFO 0.5
44100004532,0,ULSMGO 0.1
44100004532,0,LSHFO 0.5
44100004534,,ULSMGO 0.1
44100004534,,LSHFO 0.5
44100004536,,ULSMGO 0.1
44100004536,,LSHFO 0.5
44100004538,,ULSMGO 0.1
44100004538,,LSHFO 0.5
44100004540,,ULSMGO 0.1
44100004540,,LSHFO 0.5
44100004543,,ULSMGO 0.1
44100004543,,LSHFO 0.5
44100004545,,ULSMGO 0.1
44100004545,,LSHFO 0.5
44100004547,,ULSMGO 0.1
44100004547,,LSHFO 0.5
44100004549,,ULSMGO 0.1
44100004549,,LSHFO 0.5
44100004551,,ULSMGO 0.1
44100004551,,LSHFO 0.5
44100004553,,ULSMGO 0.1
44100004553,,LSHFO 0.5
44100004555,,ULSMGO 0.1
44100004555,,LSHFO 0.5
44100004559,,ULSMGO 0.1
44100004559,,LSHFO 0.5
44100004563,3,ULSMGO 0.1
44100004563,,LSHFO 0.5
44100004567,,ULSMGO 0.1
44100004567,,LSHFO 0.5
44100004571,9.67,ULSMGO 0.1
44100004571,,LSHFO 0.5
44100004575,5,ULSMGO 0.1
44100004575,,LSHFO 0.5
44100004577,47.22,ULSMGO 0.1
44100004577,7,LSHFO 0.5
44100004579,,ULSMGO 0.1
44100004579,40,LSHFO 0.5
44100004581,,ULSMGO 0.1
44100004581,50,LSHFO 0.5
44100004583,,ULSMGO 0.1
44100004583,40,LSHFO 0.5
44100004585,0,ULSMGO 0.1
44100004585,40,LSHFO 0.5
44100004587,0,ULSMGO 0.1
44100004587,35,LSHFO 0.5
44100004589,,ULSMGO 0.1
44100004589,36,LSHFO 0.5
44100004592,,ULSMGO 0.1
44100004592,46,LSHFO 0.5
44100004594,,ULSMGO 0.1
44100004594,49,LSHFO 0.5
44100004596,,ULSMGO 0.1
44100004596,49,LSHFO 0.5
44100004598,,ULSMGO 0.1
44100004598,49,LSHFO 0.5
44100004600,0,ULSMGO 0.1
44100004600,49,LSHFO 0.5
44100004602,,ULSMGO 0.1
44100004602,49,LSHFO 0.5
44100004604,,ULSMGO 0.1
44100004604,49,LSHFO 0.5
44100004607,,ULSMGO 0.1
44100004607,49,LSHFO 0.5
44100004609,,ULSMGO 0.1
44100004609,60,LSHFO 0.5
44100004615,,ULSMGO 0.1
44100004615,2.5,LSHFO 0.5
44100004619,,ULSMGO 0.1
44100004619,,LSHFO 0.5
44100004621,,ULSMGO 0.1
44100004621,,LSHFO 0.5
44100004624,,ULSMGO 0.1
44100004624,,LSHFO 0.5
44100004626,,ULSMGO 0.1
44100004626,,LSHFO 0.5
44100004628,,ULSMGO 0.1
44100004628,,LSHFO 0.5
44100004632,,ULSMGO 0.1
44100004632,1,LSHFO 0.5
44100004634,,ULSMGO 0.1
44100004634,29,LSHFO 0.5
44100004636,,ULSMGO 0.1
44100004636,56,LSHFO 0.5
44100004638,,ULSMGO 0.1
44100004638,57,LSHFO 0.5
44100004640,,ULSMGO 0.1
44100004640,57,LSHFO 0.5
44100004644,,ULSMGO 0.1
44100004644,57,LSHFO 0.5
44100004646,,ULSMGO 0.1
44100004646,57,LSHFO 0.5
44100004648,,ULSMGO 0.1
44100004648,57,LSHFO 0.5
44100004650,,ULSMGO 0.1
44100004650,55,LSHFO 0.5
44100004652,,ULSMGO 0.1
44100004652,45,LSHFO 0.5
44100004654,,ULSMGO 0.1
44100004654,51,LSHFO 0.5
44100004656,,ULSMGO 0.1
44100004656,9.5,LSHFO 0.5
44100004658,,ULSMGO 0.1
44100004658,42,LSHFO 0.5
44100004660,,ULSMGO 0.1
44100004660,47,LSHFO 0.5
44100004662,,ULSMGO 0.1
44100004662,42,LSHFO 0.5
44100004665,,ULSMGO 0.1
44100004665,47,LSHFO 0.5
44100004667,,ULSMGO 0.1
44100004667,47,LSHFO 0.5
44100004669,,ULSMGO 0.1
44100004669,40,LSHFO 0.5
44100004671,,ULSMGO 0.1
44100004671,30,LSHFO 0.5
44100004711,,ULSMGO 0.1
44100004711,2,LSHFO 0.5
44100004715,,ULSMGO 0.1
44100004715,,LSHFO 0.5
44100004719,,ULSMGO 0.1
44100004719,4,LSHFO 0.5
44100004723,0,ULSMGO 0.1
44100004723,0,LSHFO 0.5
44100004725,0,ULSMGO 0.1
44100004725,0,LSHFO 0.5
44100004727,0,ULSMGO 0.1
44100004727,0,LSHFO 0.5
44100004729,,ULSMGO 0.1
44100004729,,LSHFO 0.5
44100004731,,ULSMGO 0.1
44100004731,,LSHFO 0.5
44100004735,,ULSMGO 0.1
44100004735,2,LSHFO 0.5
